epoch,accuracy,loss,val_accuracy,val_loss
0,0.5114006400108337,0.7115506529808044,0.6623376607894897,0.6760704517364502
1,0.6547231078147888,0.6584415435791016,0.7207792401313782,0.6378551125526428
2,0.6872963905334473,0.6201086640357971,0.7207792401313782,0.6026273369789124
3,0.6954397559165955,0.580283522605896,0.7532467246055603,0.5725562572479248
4,0.7149837017059326,0.5464932322502136,0.7532467246055603,0.5464838743209839
5,0.7263843417167664,0.5203626155853271,0.7727272510528564,0.5292695164680481
6,0.7377850413322449,0.5033289194107056,0.7727272510528564,0.5168381929397583
7,0.7377850413322449,0.49028441309928894,0.7727272510528564,0.5097919702529907
8,0.7491856813430786,0.4805218279361725,0.7792207598686218,0.5065377354621887
9,0.7540716528892517,0.47432416677474976,0.7662337422370911,0.5026170015335083
10,0.7687296271324158,0.4667286276817322,0.7727272510528564,0.5035173296928406
11,0.776872992515564,0.46094760298728943,0.7922077775001526,0.5053457021713257
12,0.776872992515564,0.456127405166626,0.7857142686843872,0.5034447908401489
13,0.7817589640617371,0.4529833495616913,0.7792207598686218,0.5033597350120544
14,0.7882736325263977,0.4501149356365204,0.7727272510528564,0.5060640573501587
15,0.7931596040725708,0.44614532589912415,0.7792207598686218,0.5071303248405457
16,0.7947883009910583,0.44323843717575073,0.7857142686843872,0.5086244344711304
17,0.7947883009910583,0.44064489006996155,0.7727272510528564,0.510398268699646
18,0.8029316067695618,0.43873655796051025,0.7792207598686218,0.5113343596458435
19,0.791530966758728,0.4361698031425476,0.7662337422370911,0.5128041505813599
20,0.8013029098510742,0.4340134859085083,0.7857142686843872,0.5127129554748535
21,0.791530966758728,0.43198972940444946,0.7857142686843872,0.5155954957008362
22,0.7947883009910583,0.42980843782424927,0.7857142686843872,0.5164784789085388
23,0.7931596040725708,0.42804402112960815,0.7792207598686218,0.5193672180175781
24,0.7947883009910583,0.42684584856033325,0.7727272510528564,0.5219715237617493
25,0.7996742725372314,0.42473864555358887,0.7727272510528564,0.5231515169143677
26,0.7947883009910583,0.42384979128837585,0.7727272510528564,0.5237898826599121
27,0.7980455756187439,0.42172709107398987,0.7727272510528564,0.5259058475494385
28,0.7996742725372314,0.4204781949520111,0.7727272510528564,0.5287377238273621
29,0.7964169383049011,0.4194389581680298,0.7727272510528564,0.5331892967224121
30,0.7964169383049011,0.417731910943985,0.7792207598686218,0.5333542227745056
31,0.7996742725372314,0.417153924703598,0.7727272510528564,0.5366240739822388
32,0.8013029098510742,0.4153566360473633,0.7727272510528564,0.5369201302528381
33,0.7980455756187439,0.4142664670944214,0.7727272510528564,0.5400592684745789
34,0.8029316067695618,0.4134841561317444,0.7727272510528564,0.5413405299186707
35,0.8029316067695618,0.41190972924232483,0.7727272510528564,0.5432018637657166
36,0.8045602440834045,0.4107300341129303,0.7727272510528564,0.5434974431991577
37,0.8013029098510742,0.41048920154571533,0.7727272510528564,0.5476663112640381
38,0.8029316067695618,0.40892454981803894,0.7727272510528564,0.5461993217468262
39,0.8078175783157349,0.4083285629749298,0.7727272510528564,0.5486263036727905
40,0.8110749125480652,0.4071585536003113,0.7727272510528564,0.5508127808570862
41,0.8110749125480652,0.40674319863319397,0.7727272510528564,0.5531643629074097
42,0.8078175783157349,0.40559378266334534,0.7727272510528564,0.554275631904602
43,0.8110749125480652,0.40529200434684753,0.7727272510528564,0.5592933893203735
44,0.8143322467803955,0.40348580479621887,0.7727272510528564,0.5551632046699524
45,0.8094462752342224,0.4035035967826843,0.7662337422370911,0.5584525465965271
46,0.8094462752342224,0.4029327929019928,0.7727272510528564,0.5591253638267517
47,0.8110749125480652,0.4012449085712433,0.7727272510528564,0.5607014298439026
48,0.8078175783157349,0.400757372379303,0.7727272510528564,0.5586720108985901
49,0.8094462752342224,0.4002833962440491,0.7727272510528564,0.562743067741394
50,0.8078175783157349,0.39928528666496277,0.7727272510528564,0.5585926175117493
51,0.8110749125480652,0.39849185943603516,0.7727272510528564,0.5624051094055176
52,0.8110749125480652,0.39770734310150146,0.7727272510528564,0.5631426572799683
53,0.8159608840942383,0.3974657952785492,0.7727272510528564,0.5633879899978638
54,0.8159608840942383,0.3965591490268707,0.7727272510528564,0.5668293833732605
55,0.8159608840942383,0.39558297395706177,0.7727272510528564,0.5674343705177307
56,0.8094462752342224,0.3953234553337097,0.7727272510528564,0.5670936107635498
57,0.8127036094665527,0.39454832673072815,0.7727272510528564,0.5664912462234497
58,0.8127036094665527,0.39462026953697205,0.7727272510528564,0.570103108882904
59,0.8208469152450562,0.39301586151123047,0.7727272510528564,0.5736461877822876
60,0.8175895810127258,0.39237773418426514,0.7727272510528564,0.5713090300559998
61,0.8241042494773865,0.39133724570274353,0.7727272510528564,0.5717144012451172
62,0.8224755525588989,0.39092040061950684,0.7727272510528564,0.5710620880126953
63,0.8257328867912292,0.39027538895606995,0.7727272510528564,0.5731823444366455
64,0.8273615837097168,0.3891381025314331,0.7727272510528564,0.5755338072776794
65,0.8241042494773865,0.3881237506866455,0.7727272510528564,0.5743054151535034
66,0.8241042494773865,0.3881141245365143,0.7727272510528564,0.5774276852607727
67,0.8257328867912292,0.3874726891517639,0.7662337422370911,0.5757321715354919
68,0.8257328867912292,0.3879600763320923,0.7662337422370911,0.5786955952644348
69,0.8241042494773865,0.3874386250972748,0.7662337422370911,0.5799736976623535
70,0.8257328867912292,0.3861965537071228,0.7792207598686218,0.5810166597366333
71,0.8257328867912292,0.3856053650379181,0.7662337422370911,0.5825491547584534
72,0.8289902210235596,0.385082870721817,0.7662337422370911,0.5810689330101013
73,0.8257328867912292,0.383422315120697,0.7597402334213257,0.5841038823127747
74,0.8241042494773865,0.38302081823349,0.7662337422370911,0.5823392271995544
75,0.8241042494773865,0.382694810628891,0.7662337422370911,0.5833965539932251
76,0.8208469152450562,0.38273128867149353,0.7662337422370911,0.5849186778068542
77,0.8224755525588989,0.38265547156333923,0.7532467246055603,0.587492823600769
78,0.8306189179420471,0.3812357485294342,0.7532467246055603,0.5857959389686584
79,0.8273615837097168,0.38088586926460266,0.7597402334213257,0.5850335359573364
80,0.8289902210235596,0.3801412284374237,0.7597402334213257,0.587445855140686
81,0.8208469152450562,0.379732608795166,0.7467532753944397,0.5884008407592773
82,0.8289902210235596,0.3791279196739197,0.7467532753944397,0.5895358324050903
83,0.8322475552558899,0.37884455919265747,0.7467532753944397,0.5927794575691223
84,0.8322475552558899,0.37862491607666016,0.7532467246055603,0.5928615927696228
85,0.8322475552558899,0.37738853693008423,0.7402597665786743,0.5926550030708313
86,0.8306189179420471,0.37696728110313416,0.7532467246055603,0.5926278829574585
