epoch,accuracy,loss,val_accuracy,val_loss
87,0.8273615837097168,0.3770982027053833,0.7402597665786743,0.5909806489944458
88,0.8289902210235596,0.3763558864593506,0.7532467246055603,0.5957299470901489
89,0.8273615837097168,0.3763113021850586,0.7402597665786743,0.5932709574699402
90,0.8355048894882202,0.37662723660469055,0.7532467246055603,0.5973801016807556
91,0.837133526802063,0.3740493357181549,0.7467532753944397,0.5966120362281799
92,0.8355048894882202,0.3737521767616272,0.7402597665786743,0.5973324179649353
93,0.8322475552558899,0.373674213886261,0.7532467246055603,0.5969988107681274
94,0.8338761925697327,0.37259042263031006,0.7532467246055603,0.5970909595489502
95,0.8355048894882202,0.3723200261592865,0.7402597665786743,0.5997980833053589
96,0.8387622237205505,0.3715622127056122,0.7532467246055603,0.598788321018219
97,0.8338761925697327,0.3721746802330017,0.7532467246055603,0.6010005474090576
98,0.8355048894882202,0.3706569969654083,0.7532467246055603,0.6008917689323425
99,0.8355048894882202,0.3697316348552704,0.7402597665786743,0.6034581065177917
100,0.8289902210235596,0.37158647179603577,0.7532467246055603,0.6060603260993958
101,0.8338761925697327,0.36916065216064453,0.7467532753944397,0.6032947897911072
102,0.8338761925697327,0.3693044185638428,0.7467532753944397,0.6035407185554504
103,0.8338761925697327,0.36899128556251526,0.7467532753944397,0.6058972477912903
104,0.8306189179420471,0.36750757694244385,0.7532467246055603,0.6081702709197998
105,0.8338761925697327,0.36729082465171814,0.7467532753944397,0.6081271171569824
106,0.8322475552558899,0.36707380414009094,0.7532467246055603,0.609603762626648
107,0.8338761925697327,0.3659578859806061,0.7467532753944397,0.611657977104187
108,0.8355048894882202,0.3663208782672882,0.7467532753944397,0.6133019328117371
109,0.8322475552558899,0.36592063307762146,0.7467532753944397,0.613209068775177
110,0.837133526802063,0.3657721281051636,0.7467532753944397,0.6149402856826782
111,0.837133526802063,0.36658093333244324,0.7337662577629089,0.6175931096076965
112,0.8355048894882202,0.3641830384731293,0.7467532753944397,0.6185747385025024
113,0.8322475552558899,0.3635524809360504,0.7402597665786743,0.6210741400718689
114,0.8338761925697327,0.36414992809295654,0.7207792401313782,0.622248649597168
115,0.837133526802063,0.363286554813385,0.7467532753944397,0.6176160573959351
116,0.8355048894882202,0.36229586601257324,0.7337662577629089,0.6241453886032104
117,0.837133526802063,0.361581951379776,0.7402597665786743,0.623692512512207
118,0.8387622237205505,0.3618404269218445,0.7467532753944397,0.6240071654319763
119,0.8355048894882202,0.36053353548049927,0.7272727489471436,0.626896321773529
120,0.837133526802063,0.3595377206802368,0.7337662577629089,0.6297215223312378
121,0.8338761925697327,0.3594421446323395,0.7142857313156128,0.6309726238250732
122,0.8338761925697327,0.35900333523750305,0.7402597665786743,0.6306793689727783
123,0.8387622237205505,0.35872316360473633,0.7207792401313782,0.6287862062454224
124,0.8338761925697327,0.3585975766181946,0.7272727489471436,0.631824254989624
125,0.8387622237205505,0.35831668972969055,0.701298713684082,0.6331135630607605
126,0.8387622237205505,0.35772308707237244,0.7142857313156128,0.6348278522491455
127,0.8338761925697327,0.35697513818740845,0.7207792401313782,0.6342264413833618
128,0.8403908610343933,0.3563336730003357,0.7272727489471436,0.6358543038368225
129,0.8436481952667236,0.3566945195198059,0.7207792401313782,0.6355727314949036
130,0.8420195579528809,0.35516157746315,0.7142857313156128,0.6367775201797485
131,0.8403908610343933,0.35489070415496826,0.7077922224998474,0.6369230151176453
132,0.8420195579528809,0.3549415171146393,0.6948052048683167,0.6398555040359497
133,0.8387622237205505,0.353922963142395,0.7142857313156128,0.6394544839859009
134,0.8403908610343933,0.3544551432132721,0.7142857313156128,0.6386030912399292
135,0.8436481952667236,0.35258516669273376,0.7077922224998474,0.6409043073654175
136,0.837133526802063,0.352739155292511,0.6948052048683167,0.6448292136192322
137,0.846905529499054,0.35215818881988525,0.7142857313156128,0.6427806615829468
138,0.846905529499054,0.35264164209365845,0.7142857313156128,0.6438285708427429
139,0.846905529499054,0.35352468490600586,0.7142857313156128,0.6462238430976868
140,0.8436481952667236,0.3506712019443512,0.6818181872367859,0.6468747854232788
141,0.8420195579528809,0.3506477177143097,0.6948052048683167,0.6469266414642334
142,0.8485342264175415,0.3506040871143341,0.6883116960525513,0.6489764451980591
143,0.8436481952667236,0.34924066066741943,0.7077922224998474,0.6452500224113464
144,0.8452768921852112,0.3493298292160034,0.6948052048683167,0.6476699709892273
145,0.846905529499054,0.3474714457988739,0.7077922224998474,0.6511646509170532
146,0.8501628637313843,0.34844258427619934,0.7142857313156128,0.6491765379905701
147,0.846905529499054,0.34809228777885437,0.6948052048683167,0.6504740715026855
148,0.8501628637313843,0.3476642370223999,0.6948052048683167,0.6509007215499878
149,0.846905529499054,0.34744343161582947,0.701298713684082,0.6520473957061768
